,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
547,UTA,120,h,DAL,1,0,55.3,21,9.4,5,104.6,83.0,39,0.552,0.43700000000000006,38,0.299,0.9229999999999999,24,25,8.3,8,0.552,0.41700000000000004,20,58.3,56,0.61,13.2,15,0.462,18,32,0.483,0.43,37,27,0.273,9,40,0.516,0.528,28,2021-01-29 22:00:00
548,ATL,116,a,WAS,1,0,41.0,16,7.0,4,101.7,72.9,35,0.517,0.44799999999999995,39,0.391,0.765,26,30,5.1,5,0.425,0.324,12,50.0,47,0.569,11.3,13,0.54,27,34,0.406,0.365,31,27,0.25,7,47,0.49200000000000005,0.42100000000000004,24,2021-01-29 19:00:00
549,WAS,100,h,ATL,0,1,41.9,13,8.0,4,117.9,73.9,34,0.406,0.365,31,0.447,0.816,31,27,6.1,6,0.32899999999999996,0.25,7,50.0,47,0.49200000000000005,10.6,12,0.42100000000000004,24,35,0.517,0.44799999999999995,39,30,0.324,12,47,0.569,0.54,27,2021-01-29 19:00:00
550,LAL,96,a,BOS,1,0,54.1,20,6.6,4,103.2,78.0,32,0.494,0.44,37,0.226,0.684,13,15,8.7,8,0.369,0.29,9,51.7,45,0.52,13.2,14,0.528,28,33,0.524,0.488,40,16,0.28600000000000003,6,42,0.539,0.557,34,2021-01-30 20:30:00
551,BOS,95,h,LAL,0,1,60.0,24,11.3,6,104.3,71.7,33,0.524,0.488,40,0.171,0.643,9,16,10.9,10,0.256,0.28600000000000003,6,48.3,42,0.539,14.5,15,0.557,34,32,0.494,0.44,37,15,0.29,9,45,0.52,0.528,28,2021-01-30 20:30:00
552,POR,123,a,CHI,1,0,44.4,20,2.5,1,131.1,70.3,26,0.608,0.511,45,0.21600000000000003,0.8420000000000001,16,17,11.8,11,0.47700000000000004,0.405,17,44.9,35,0.638,7.7,8,0.609,28,32,0.629,0.506,43,14,0.467,21,43,0.6659999999999999,0.55,22,2021-01-30 20:00:00
553,CHI,122,h,POR,0,1,72.1,31,4.3,2,132.2,78.0,32,0.629,0.506,43,0.17600000000000002,1.0,15,14,5.4,5,0.529,0.467,21,55.1,43,0.6659999999999999,14.1,15,0.55,22,26,0.608,0.511,45,17,0.405,17,35,0.638,0.609,28,2021-01-30 20:00:00
554,MIL,114,a,CHO,0,1,55.0,22,12.5,6,126.6,84.4,38,0.598,0.488,40,0.293,0.667,16,17,6.0,6,0.5489999999999999,0.4,18,52.9,46,0.616,13.9,15,0.595,22,34,0.5920000000000001,0.478,44,20,0.47700000000000004,21,41,0.625,0.479,23,2021-01-30 20:00:00
555,CHO,126,h,MIL,1,0,72.7,32,13.5,5,114.5,81.0,34,0.5920000000000001,0.478,44,0.217,0.85,17,20,8.0,8,0.478,0.47700000000000004,21,47.1,41,0.625,8.2,9,0.479,23,38,0.598,0.488,40,17,0.4,18,46,0.616,0.595,22,2021-01-30 20:00:00
556,PHO,111,a,DAL,1,0,59.5,22,0.0,0,108.2,86.8,33,0.519,0.457,37,0.38299999999999995,0.871,27,19,9.3,9,0.272,0.455,10,53.2,42,0.586,12.1,13,0.45799999999999996,27,32,0.584,0.53,44,26,0.31,9,37,0.589,0.648,35,2021-01-30 21:00:00
557,DAL,105,h,PHO,0,1,50.0,22,6.8,4,114.3,78.0,32,0.584,0.53,44,0.16899999999999998,0.5710000000000001,8,26,5.2,5,0.349,0.31,9,46.8,37,0.589,14.4,15,0.648,35,33,0.519,0.457,37,19,0.455,10,42,0.586,0.45799999999999996,27,2021-01-30 21:00:00
558,DET,91,a,GSW,0,1,58.6,17,7.5,4,121.8,79.5,31,0.435,0.377,29,0.41600000000000004,0.75,24,14,7.2,7,0.46799999999999997,0.25,9,44.7,38,0.5,13.3,14,0.488,20,39,0.624,0.528,47,23,0.47200000000000003,17,47,0.632,0.5660000000000001,30,2021-01-30 22:00:00
559,GSW,118,h,DET,1,0,72.3,34,12.2,5,93.9,84.8,39,0.624,0.528,47,0.11199999999999999,0.7,7,23,6.2,6,0.40399999999999997,0.47200000000000003,17,55.3,47,0.632,13.0,14,0.5660000000000001,30,31,0.435,0.377,29,14,0.25,9,38,0.5,0.488,20,2021-01-30 22:00:00
560,SAC,104,a,MIA,0,1,53.7,22,6.7,3,113.5,76.3,29,0.5820000000000001,0.48200000000000004,41,0.129,0.455,5,21,13.0,12,0.529,0.37799999999999995,17,51.3,41,0.579,15.9,17,0.6,24,30,0.539,0.46799999999999997,36,14,0.344,11,39,0.594,0.556,25,2021-01-30 20:00:00
561,MIA,105,h,SAC,1,0,69.4,25,10.0,4,112.5,71.4,30,0.539,0.46799999999999997,36,0.33799999999999997,0.846,22,14,5.4,5,0.41600000000000004,0.344,11,48.8,39,0.594,14.5,15,0.556,25,29,0.5820000000000001,0.48200000000000004,41,21,0.37799999999999995,17,41,0.579,0.6,24,2021-01-30 20:00:00
562,HOU,126,a,NOP,1,0,71.1,32,10.0,5,105.8,79.2,38,0.598,0.489,45,0.217,0.8,16,24,7.6,8,0.5,0.435,20,48.4,45,0.625,12.2,14,0.5429999999999999,25,38,0.516,0.451,41,14,0.293,12,48,0.54,0.58,29,2021-01-30 20:00:00
563,NOP,112,h,HOU,0,1,65.9,27,15.2,7,119.1,84.4,38,0.516,0.451,41,0.319,0.621,18,14,10.4,11,0.451,0.293,12,51.6,48,0.54,11.9,14,0.58,29,38,0.598,0.489,45,24,0.435,20,45,0.625,0.5429999999999999,25,2021-01-30 20:00:00
564,MEM,129,a,SAS,1,0,66.7,34,13.0,7,113.2,81.4,35,0.654,0.56,51,0.165,0.667,10,23,7.1,7,0.385,0.486,17,54.2,45,0.6609999999999999,12.5,14,0.607,34,30,0.5479999999999999,0.47,39,16,0.44799999999999995,13,38,0.593,0.48100000000000004,26,2021-01-30 20:30:00
565,SAS,112,h,MEM,0,1,64.1,25,8.9,5,130.3,75.0,30,0.5479999999999999,0.47,39,0.313,0.8079999999999999,21,16,7.1,7,0.349,0.44799999999999995,13,45.8,38,0.593,12.1,13,0.48100000000000004,26,35,0.654,0.56,51,23,0.486,17,45,0.6609999999999999,0.607,34,2021-01-30 20:30:00
566,UTA,117,a,DEN,0,1,87.5,28,6.8,4,136.4,80.0,28,0.56,0.42700000000000005,32,0.52,0.846,33,21,3.2,3,0.627,0.426,20,49.4,38,0.635,13.2,14,0.429,12,32,0.644,0.54,47,27,0.643,18,39,0.6709999999999999,0.49200000000000005,29,2021-01-31 15:30:00
567,DEN,128,h,UTA,1,0,59.6,28,7.1,2,124.7,76.2,32,0.644,0.54,47,0.218,0.8420000000000001,16,27,8.5,8,0.322,0.643,18,50.6,39,0.6709999999999999,7.7,8,0.49200000000000005,29,28,0.56,0.42700000000000005,32,21,0.426,20,38,0.635,0.429,12,2021-01-31 15:30:00
568,PHI,119,a,IND,1,0,44.4,20,14.3,8,109.8,76.9,30,0.5329999999999999,0.489,45,0.337,0.677,21,21,9.0,9,0.28300000000000003,0.308,8,51.8,44,0.563,10.2,12,0.561,37,32,0.5479999999999999,0.488,41,25,0.35700000000000004,10,41,0.5870000000000001,0.5539999999999999,31,2021-01-31 19:00:00
569,IND,110,h,PHI,0,1,51.2,21,10.6,7,118.8,69.6,32,0.5479999999999999,0.488,41,0.262,0.818,18,25,6.0,6,0.33299999999999996,0.35700000000000004,10,48.2,41,0.5870000000000001,15.4,17,0.5539999999999999,31,30,0.5329999999999999,0.489,45,21,0.308,8,44,0.563,0.561,37,2021-01-31 19:00:00
570,CLE,104,a,MIN,0,1,48.8,20,5.9,3,110.3,86.5,45,0.512,0.488,41,0.27399999999999997,0.7829999999999999,18,14,3.0,3,0.19,0.25,4,61.8,55,0.552,16.8,19,0.544,37,27,0.5379999999999999,0.451,41,25,0.4,16,34,0.5579999999999999,0.49,25,2021-01-31 20:00:00
571,MIN,109,h,CLE,1,0,58.5,24,16.2,11,105.3,73.0,27,0.5379999999999999,0.451,41,0.165,0.733,11,25,10.1,10,0.44,0.4,16,38.2,34,0.5579999999999999,7.6,8,0.49,25,45,0.512,0.488,41,14,0.25,4,55,0.552,0.544,37,2021-01-31 20:00:00
572,LAC,129,a,NYK,1,0,59.1,26,6.9,4,126.0,75.6,31,0.648,0.5429999999999999,44,0.34600000000000003,0.857,24,14,2.2,2,0.469,0.447,17,51.4,38,0.691,7.0,7,0.628,27,26,0.541,0.48200000000000004,41,20,0.37,10,36,0.591,0.534,31,2021-01-31 13:00:00
573,NYK,115,h,LAC,0,1,51.2,21,11.6,5,141.4,78.8,26,0.541,0.48200000000000004,41,0.32899999999999996,0.821,23,20,5.5,5,0.318,0.37,10,48.6,36,0.591,6.7,7,0.534,31,31,0.648,0.5429999999999999,44,14,0.447,17,38,0.691,0.628,27,2021-01-31 13:00:00
574,ORL,102,a,TOR,0,1,66.7,22,9.8,5,117.6,80.0,36,0.48200000000000004,0.402,33,0.341,0.821,23,18,8.2,8,0.439,0.361,13,46.7,42,0.541,9.6,10,0.435,20,39,0.522,0.456,41,22,0.308,12,48,0.5770000000000001,0.569,29,2021-01-31 19:00:00
575,TOR,115,h,ORL,1,0,65.9,27,10.9,5,104.3,86.7,39,0.522,0.456,41,0.244,0.955,21,22,8.2,8,0.433,0.308,12,53.3,48,0.5770000000000001,9.9,11,0.569,29,36,0.48200000000000004,0.402,33,18,0.361,13,42,0.541,0.435,20,2021-01-31 19:00:00
576,BRK,146,a,WAS,0,1,66.0,33,7.2,5,132.2,77.6,38,0.6759999999999999,0.568,50,0.375,0.818,27,24,5.3,6,0.409,0.528,19,53.6,45,0.7120000000000001,14.2,17,0.596,31,28,0.574,0.519,56,22,0.308,12,39,0.61,0.638,44,2021-01-31 19:00:00
577,WAS,149,h,BRK,1,0,42.9,24,3.8,2,129.6,80.0,28,0.574,0.519,56,0.29600000000000004,0.7809999999999999,25,22,8.9,10,0.361,0.308,12,46.4,39,0.61,5.4,7,0.638,44,38,0.6759999999999999,0.568,50,24,0.528,19,45,0.7120000000000001,0.596,31,2021-01-31 19:00:00
578,LAL,107,a,ATL,1,0,60.0,24,14.3,7,106.0,81.8,27,0.565,0.519,40,0.312,0.833,20,20,10.7,10,0.299,0.304,7,46.3,31,0.611,11.2,11,0.611,33,30,0.545,0.474,37,21,0.379,11,36,0.579,0.531,26,2021-02-01 19:30:00
579,ATL,99,h,LAL,0,1,73.0,27,5.6,3,114.6,88.2,30,0.545,0.474,37,0.218,0.8240000000000001,14,21,8.6,8,0.37200000000000005,0.379,11,53.7,36,0.579,16.6,17,0.531,26,27,0.565,0.519,40,20,0.304,7,31,0.611,0.611,33,2021-02-01 19:30:00
580,NYK,102,a,CHI,0,1,56.8,21,11.1,6,113.0,82.9,34,0.46,0.425,37,0.299,0.846,22,19,6.2,6,0.33299999999999996,0.207,6,52.9,45,0.518,10.1,11,0.534,31,33,0.54,0.47700000000000004,42,19,0.324,11,40,0.568,0.574,31,2021-02-01 20:00:00
581,CHI,110,h,NYK,1,0,71.4,30,1.7,1,104.8,75.0,33,0.54,0.47700000000000004,42,0.22699999999999998,0.75,15,19,3.1,3,0.386,0.324,11,47.1,40,0.568,11.0,12,0.574,31,34,0.46,0.425,37,19,0.207,6,45,0.518,0.534,31,2021-02-01 20:00:00
582,MIN,98,a,CLE,0,1,50.0,20,1.6,1,106.8,66.7,30,0.446,0.392,40,0.10800000000000001,0.636,7,21,4.3,4,0.373,0.289,11,46.4,45,0.45899999999999996,7.0,8,0.45299999999999996,29,37,0.45799999999999996,0.41700000000000004,35,12,0.318,7,52,0.512,0.452,28,2021-02-01 20:00:00
583,CLE,100,h,MIN,1,0,74.3,26,18.8,12,104.7,71.2,37,0.45799999999999996,0.41700000000000004,35,0.369,0.742,23,12,4.3,4,0.262,0.318,7,53.6,52,0.512,11.7,13,0.452,28,30,0.446,0.392,40,21,0.289,11,45,0.45899999999999996,0.45299999999999996,29,2021-02-01 20:00:00
584,PHO,109,a,DAL,1,0,44.2,19,5.6,3,107.3,82.9,34,0.5379999999999999,0.467,43,0.13,0.833,10,24,7.0,7,0.38,0.371,13,51.7,45,0.56,14.1,16,0.526,30,35,0.488,0.43,37,17,0.313,10,42,0.557,0.5,27,2021-02-01 20:30:00
585,DAL,108,h,PHO,0,1,43.2,16,12.3,7,108.3,76.1,35,0.488,0.43,37,0.29100000000000004,0.96,24,17,8.9,9,0.37200000000000005,0.313,10,48.3,42,0.557,12.6,14,0.5,27,34,0.5379999999999999,0.467,43,24,0.371,13,45,0.56,0.526,30,2021-02-01 20:30:00
586,CHO,129,a,MIA,1,0,72.1,31,8.9,4,117.7,75.6,31,0.563,0.45299999999999996,43,0.27399999999999997,0.846,22,22,5.8,6,0.43200000000000005,0.512,21,47.8,44,0.606,9.4,11,0.40700000000000003,22,6,0.5770000000000001,0.833,5,4,0.5,1,6,0.593,1.0,4,2021-02-01 19:30:00
587,MIA,121,h,CHO,0,1,65.1,1,13.0,1,125.4,74.5,6,0.5770000000000001,0.833,5,0.275,0.833,5,4,7.8,0,0.505,0.5,1,52.2,6,0.593,12.8,1,1.0,4,31,0.563,0.45299999999999996,43,22,0.512,21,44,0.606,0.40700000000000003,22,2021-02-01 19:30:00
588,POR,106,a,MIL,0,1,48.7,19,11.1,6,130.2,77.5,31,0.447,0.375,39,0.125,1.0,13,10,7.8,8,0.40399999999999997,0.35700000000000004,15,45.9,45,0.483,9.1,11,0.387,24,44,0.6609999999999999,0.552,53,13,0.5,21,53,0.662,0.593,32,2021-02-01 20:00:00
589,MIL,134,h,POR,1,0,71.7,38,11.3,7,103.0,75.9,44,0.6609999999999999,0.552,53,0.125,0.583,7,13,9.7,10,0.43799999999999994,0.5,21,54.1,53,0.662,10.6,12,0.593,32,31,0.447,0.375,39,10,0.35700000000000004,15,45,0.483,0.387,24,2021-02-01 20:00:00
590,SAC,118,a,NOP,1,0,73.8,31,11.3,8,106.9,69.6,39,0.557,0.47700000000000004,42,0.295,0.769,20,18,2.9,3,0.489,0.326,14,53.1,52,0.593,16.7,20,0.622,28,29,0.441,0.396,40,22,0.3,9,46,0.489,0.43700000000000006,31,2021-02-01 20:00:00
591,NOP,109,h,SAC,0,1,55.0,22,11.1,5,115.7,69.0,29,0.441,0.396,40,0.23800000000000002,0.833,20,22,10.8,11,0.297,0.3,9,46.9,46,0.489,8.2,10,0.43700000000000006,31,39,0.557,0.47700000000000004,42,18,0.326,14,52,0.593,0.622,28,2021-02-01 20:00:00
592,HOU,136,a,OKC,1,0,61.2,30,10.9,6,101.4,83.3,40,0.618,0.48,49,0.10800000000000001,0.909,10,20,7.7,8,0.51,0.5379999999999999,28,52.6,50,0.636,9.3,11,0.42,21,37,0.511,0.43799999999999994,39,13,0.382,13,45,0.544,0.473,26,2021-02-01 20:00:00
593,OKC,106,h,HOU,0,1,53.8,21,16.0,8,130.1,78.7,37,0.511,0.43799999999999994,39,0.213,0.789,15,13,7.7,8,0.382,0.382,13,47.4,45,0.544,14.1,16,0.473,26,40,0.618,0.48,49,20,0.5379999999999999,28,50,0.636,0.42,21,2021-02-01 20:00:00
594,MEM,133,a,SAS,1,0,71.2,37,21.2,11,102.0,81.1,43,0.64,0.5589999999999999,52,0.19399999999999998,0.778,14,16,11.0,11,0.32299999999999995,0.5,15,55.8,53,0.659,8.2,9,0.5870000000000001,37,32,0.489,0.41600000000000004,37,13,0.35100000000000003,13,42,0.517,0.462,24,2021-02-01 20:30:00
595,SAS,102,h,MEM,0,1,75.7,28,11.1,7,133.0,76.2,32,0.489,0.41600000000000004,37,0.247,0.682,15,13,8.0,8,0.41600000000000004,0.35100000000000003,13,44.2,42,0.517,12.4,14,0.462,24,43,0.64,0.5589999999999999,52,16,0.5,15,53,0.659,0.5870000000000001,37,2021-02-01 20:30:00
596,LAC,120,a,BRK,0,1,46.7,21,10.4,5,124.1,82.4,28,0.53,0.455,45,0.172,0.882,15,18,12.0,12,0.364,0.41700000000000004,15,47.0,39,0.563,7.0,8,0.47600000000000003,30,38,0.652,0.57,45,17,0.419,13,44,0.6859999999999999,0.667,32,2021-02-02 19:30:00
597,BRK,124,h,LAC,1,0,55.6,25,6.3,4,120.1,77.6,38,0.652,0.57,45,0.32899999999999996,0.8079999999999999,21,17,6.0,6,0.392,0.419,13,53.0,44,0.6859999999999999,15.0,16,0.667,32,28,0.53,0.455,45,18,0.41700000000000004,15,39,0.563,0.47600000000000003,30,2021-02-02 19:30:00
598,BOS,111,a,GSW,1,0,41.0,16,8.7,4,111.0,86.7,39,0.542,0.46399999999999997,39,0.321,0.741,20,20,3.1,3,0.405,0.382,13,58.6,51,0.579,13.5,15,0.52,26,30,0.5479999999999999,0.45799999999999996,38,23,0.405,15,36,0.575,0.5,23,2021-02-02 22:00:00
599,GSW,107,h,BOS,0,1,78.9,30,8.0,4,115.1,71.4,30,0.5479999999999999,0.45799999999999996,38,0.27699999999999997,0.696,16,23,9.3,9,0.446,0.405,15,41.4,36,0.575,10.6,11,0.5,23,39,0.542,0.46399999999999997,39,20,0.382,13,51,0.579,0.52,26,2021-02-02 22:00:00
600,MEM,116,a,IND,0,1,64.3,27,13.2,7,128.6,74.3,26,0.5,0.452,42,0.258,0.958,23,22,10.6,11,0.26899999999999996,0.36,9,46.2,36,0.56,13.4,16,0.485,33,33,0.695,0.598,49,19,0.552,16,42,0.7070000000000001,0.623,33,2021-02-02 20:00:00
601,IND,134,h,MEM,1,0,61.2,30,11.8,8,111.3,76.7,33,0.695,0.598,49,0.354,0.69,20,19,7.7,8,0.354,0.552,16,53.8,42,0.7070000000000001,16.0,18,0.623,33,26,0.5,0.452,42,22,0.36,9,36,0.56,0.485,33,2021-02-02 20:00:00
602,TOR,123,a,ORL,1,0,80.0,32,7.8,4,109.4,79.1,34,0.602,0.48200000000000004,40,0.301,0.92,23,18,14.2,14,0.542,0.444,20,46.5,40,0.654,10.5,11,0.526,20,37,0.539,0.461,41,22,0.368,14,46,0.5670000000000001,0.529,27,2021-02-02 19:00:00
603,ORL,108,h,TOR,0,1,58.5,24,10.5,4,124.6,86.0,37,0.539,0.461,41,0.157,0.857,12,22,4.1,4,0.42700000000000005,0.368,14,53.5,46,0.5670000000000001,14.4,16,0.529,27,34,0.602,0.48200000000000004,40,18,0.444,20,40,0.654,0.526,20,2021-02-02 19:00:00
604,DET,105,a,UTA,0,1,46.2,18,12.5,5,117.5,81.0,34,0.46799999999999997,0.419,39,0.215,0.9,18,21,7.0,7,0.29,0.33299999999999996,9,51.1,46,0.516,12.8,15,0.455,30,36,0.561,0.46299999999999997,38,17,0.381,16,44,0.617,0.55,22,2021-02-02 22:00:00
605,UTA,117,h,DET,1,0,60.5,23,9.1,6,105.4,75.0,36,0.561,0.46299999999999997,38,0.354,0.862,25,17,9.0,9,0.512,0.381,16,48.9,44,0.617,12.1,13,0.55,22,34,0.46799999999999997,0.419,39,21,0.33299999999999996,9,46,0.516,0.455,30,2021-02-02 22:00:00
606,POR,132,a,WAS,1,0,43.2,19,2.3,1,125.3,83.3,30,0.574,0.46299999999999997,44,0.242,1.0,23,19,6.2,6,0.484,0.457,21,53.0,44,0.628,7.9,9,0.469,23,33,0.6509999999999999,0.5539999999999999,46,21,0.4,16,39,0.669,0.698,30,2021-02-02 20:00:00
607,WAS,121,h,POR,0,1,69.6,32,10.2,5,136.7,70.2,33,0.6509999999999999,0.5539999999999999,46,0.205,0.765,13,21,2.1,2,0.48200000000000004,0.4,16,47.0,39,0.669,12.6,13,0.698,30,30,0.574,0.46299999999999997,44,19,0.457,21,44,0.628,0.469,23,2021-02-02 20:00:00
608,DAL,122,a,ATL,1,0,62.8,27,13.5,7,117.9,71.1,32,0.532,0.462,43,0.26899999999999996,0.92,23,19,8.1,8,0.43,0.325,13,49.5,45,0.5870000000000001,8.8,10,0.5660000000000001,30,33,0.578,0.5,45,20,0.368,14,46,0.595,0.596,31,2021-02-03 19:30:00
609,ATL,116,h,DAL,0,1,68.9,31,7.5,4,124.0,71.7,33,0.578,0.5,45,0.18899999999999997,0.706,12,20,6.1,6,0.42200000000000004,0.368,14,50.5,46,0.595,14.1,16,0.596,31,32,0.532,0.462,43,19,0.325,13,45,0.5870000000000001,0.5660000000000001,30,2021-02-03 19:30:00
610,NYK,107,a,CHI,1,0,44.2,19,7.7,4,105.1,85.7,36,0.545,0.483,43,0.16899999999999998,0.667,10,18,5.1,5,0.247,0.5,11,55.3,47,0.56,15.1,17,0.478,32,32,0.523,0.489,43,14,0.16699999999999998,6,38,0.542,0.7120000000000001,37,2021-02-03 20:00:00
611,CHI,103,h,NYK,0,1,58.1,25,4.5,3,109.2,74.4,32,0.523,0.489,43,0.182,0.688,11,14,11.2,11,0.409,0.16699999999999998,6,44.7,38,0.542,8.7,9,0.7120000000000001,37,36,0.545,0.483,43,18,0.5,11,47,0.56,0.478,32,2021-02-03 20:00:00
612,PHI,118,a,CHO,1,0,56.1,23,12.0,6,112.0,75.0,30,0.5820000000000001,0.519,41,0.405,0.813,26,21,9.1,9,0.304,0.41700000000000004,10,51.9,40,0.634,16.2,18,0.564,31,27,0.529,0.44799999999999995,39,22,0.37799999999999995,14,37,0.5710000000000001,0.5,25,2021-02-03 19:00:00
613,CHO,111,h,PHI,0,1,71.8,28,7.3,4,119.1,73.0,27,0.529,0.44799999999999995,39,0.264,0.826,19,22,5.0,5,0.425,0.37799999999999995,14,48.1,37,0.5710000000000001,14.1,16,0.5,25,30,0.5820000000000001,0.519,41,21,0.41700000000000004,10,40,0.634,0.564,31,2021-02-03 19:00:00
614,LAC,121,a,CLE,1,0,50.0,22,7.3,6,106.7,77.6,38,0.684,0.557,44,0.215,0.765,13,20,4.3,4,0.43,0.588,20,55.4,46,0.7,13.9,14,0.5329999999999999,24,26,0.467,0.446,41,14,0.4,4,37,0.498,0.451,37,2021-02-03 20:00:00
615,CLE,99,h,LAC,0,1,51.2,21,13.3,6,130.4,76.5,26,0.467,0.446,41,0.185,0.765,13,14,8.6,8,0.109,0.4,4,44.6,37,0.498,7.4,8,0.451,37,38,0.684,0.557,44,20,0.588,20,46,0.7,0.5329999999999999,24,2021-02-03 20:00:00
616,WAS,103,a,MIA,1,0,57.1,20,10.4,5,105.0,79.5,35,0.506,0.41700000000000004,35,0.298,0.72,18,17,6.3,6,0.44,0.405,15,52.7,49,0.542,15.2,17,0.426,20,35,0.506,0.434,36,21,0.34299999999999997,12,44,0.539,0.5,24,2021-02-03 20:00:00
617,MIA,100,h,WAS,0,1,66.7,24,4.3,2,108.1,71.4,35,0.506,0.434,36,0.265,0.727,16,21,11.5,11,0.42200000000000004,0.34299999999999997,12,47.3,44,0.539,12.3,13,0.5,24,35,0.506,0.41700000000000004,35,17,0.405,15,49,0.542,0.426,20,2021-02-03 20:00:00
618,IND,110,a,MIL,0,1,65.1,28,11.1,6,122.2,77.6,38,0.511,0.45299999999999996,43,0.158,0.867,13,13,6.6,7,0.358,0.324,11,46.5,46,0.541,12.1,14,0.525,32,42,0.574,0.47100000000000003,48,11,0.43799999999999994,21,53,0.601,0.5,27,2021-02-03 19:00:00
619,MIL,130,h,IND,1,0,68.8,33,11.5,7,103.4,84.0,42,0.574,0.47100000000000003,48,0.13699999999999998,0.929,13,11,12.2,13,0.47100000000000003,0.43799999999999994,21,53.5,53,0.601,10.0,12,0.5,27,38,0.511,0.45299999999999996,43,13,0.324,11,46,0.541,0.525,32,2021-02-03 19:00:00
620,PHO,101,a,NOP,0,1,68.4,26,10.5,6,134.3,70.0,28,0.512,0.46299999999999997,38,0.244,0.85,17,18,3.3,3,0.42700000000000005,0.22899999999999998,8,47.0,39,0.556,13.4,14,0.638,30,32,0.589,0.511,46,20,0.424,14,44,0.62,0.561,32,2021-02-03 21:30:00
621,NOP,123,h,PHO,1,0,65.2,30,6.4,3,110.2,74.4,32,0.589,0.511,46,0.233,0.81,17,20,7.6,7,0.36700000000000005,0.424,14,53.0,44,0.62,6.6,7,0.561,32,28,0.512,0.46299999999999997,38,18,0.22899999999999998,8,39,0.556,0.638,30,2021-02-03 21:30:00
622,HOU,87,a,OKC,0,1,63.6,21,8.0,4,97.2,87.8,36,0.45299999999999996,0.384,33,0.151,0.6920000000000001,9,18,10.3,11,0.535,0.261,12,44.6,41,0.474,17.9,20,0.525,21,46,0.494,0.434,36,14,0.303,10,51,0.551,0.52,26,2021-02-03 20:00:00
623,OKC,104,h,HOU,1,0,52.8,19,12.5,5,81.3,90.2,46,0.494,0.434,36,0.313,0.846,22,14,12.2,13,0.39799999999999996,0.303,10,55.4,51,0.551,18.2,21,0.52,26,36,0.45299999999999996,0.384,33,18,0.261,12,41,0.474,0.525,21,2021-02-03 20:00:00
624,BOS,111,a,SAC,0,1,71.8,28,5.5,3,119.0,73.9,34,0.517,0.45299999999999996,39,0.337,0.759,22,21,9.2,9,0.384,0.33299999999999996,11,50.6,45,0.562,11.6,13,0.528,28,32,0.527,0.457,42,19,0.35100000000000003,13,44,0.568,0.527,29,2021-02-03 22:00:00
625,SAC,116,h,BOS,1,0,54.8,23,3.8,2,113.9,74.4,32,0.527,0.457,42,0.25,0.826,19,19,7.2,7,0.402,0.35100000000000003,13,49.4,44,0.568,8.9,10,0.527,29,34,0.517,0.45299999999999996,39,21,0.33299999999999996,11,45,0.562,0.528,28,2021-02-03 22:00:00
626,MIN,108,a,SAS,0,1,51.2,22,12.9,9,109.8,85.1,40,0.527,0.457,43,0.11699999999999999,0.818,9,21,5.9,6,0.35100000000000003,0.39399999999999996,13,52.1,49,0.546,9.2,10,0.49200000000000005,30,38,0.484,0.44799999999999995,43,13,0.26899999999999996,7,45,0.521,0.514,36,2021-02-03 20:30:00
627,SAS,111,h,MIN,1,0,65.1,28,9.8,6,106.9,80.9,38,0.484,0.44799999999999995,43,0.25,0.75,18,13,4.9,5,0.271,0.26899999999999996,7,47.9,45,0.521,6.2,7,0.514,36,40,0.527,0.457,43,21,0.39399999999999996,13,49,0.546,0.49200000000000005,30,2021-02-03 20:30:00
628,UTA,112,a,ATL,1,0,43.2,19,6.0,4,95.4,69.0,40,0.555,0.484,44,0.14300000000000002,0.846,11,20,7.3,7,0.297,0.48100000000000004,13,51.5,52,0.579,12.6,14,0.484,31,31,0.37200000000000005,0.327,32,15,0.29,9,49,0.428,0.34299999999999997,23,2021-02-04 19:30:00
629,ATL,91,h,UTA,0,1,59.4,19,1.6,1,117.4,72.1,31,0.37200000000000005,0.327,32,0.19399999999999998,0.9470000000000001,18,15,8.4,8,0.316,0.29,9,48.5,49,0.428,9.4,11,0.34299999999999997,23,40,0.555,0.484,44,20,0.48100000000000004,13,52,0.579,0.484,31,2021-02-04 19:30:00
630,GSW,147,a,DAL,1,0,72.5,37,14.3,6,114.2,80.4,41,0.6970000000000001,0.573,51,0.303,0.852,23,19,5.9,6,0.483,0.512,22,51.7,45,0.7290000000000001,7.3,8,0.63,29,32,0.522,0.413,38,24,0.4,20,42,0.568,0.429,18,2021-02-04 19:30:00
