,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
376,NOP,128,a,SAC,1,0,53.3,24,1.9,1,125.9,81.0,34,0.594,0.529,45,0.4,0.794,27,15,5.1,5,0.259,0.5,11,59.3,48,0.64,11.5,13,0.54,34,25,0.588,0.516,47,24,0.33299999999999996,13,33,0.622,0.654,34,2021-01-17 21:00:00
377,SAC,123,h,NOP,0,1,48.9,23,11.1,7,131.0,64.1,25,0.588,0.516,47,0.198,0.889,16,24,7.2,7,0.429,0.33299999999999996,13,40.7,33,0.622,9.2,10,0.654,34,34,0.594,0.529,45,15,0.5,11,48,0.64,0.54,34,2021-01-17 21:00:00
378,MIN,97,a,ATL,0,1,61.1,22,11.8,6,103.2,81.1,30,0.473,0.396,36,0.17600000000000002,0.688,11,21,15.3,16,0.40700000000000003,0.37799999999999995,14,44.8,39,0.495,15.5,18,0.40700000000000003,22,41,0.5379999999999999,0.46799999999999997,37,17,0.39299999999999996,11,48,0.6,0.51,26,2021-01-18 14:30:00
379,ATL,108,h,MIN,1,0,86.5,32,14.8,8,92.7,82.0,41,0.5379999999999999,0.46799999999999997,37,0.316,0.92,23,17,14.3,15,0.354,0.39299999999999996,11,55.2,48,0.6,21.1,24,0.51,26,30,0.473,0.396,36,21,0.37799999999999995,14,39,0.495,0.40700000000000003,22,2021-01-18 14:30:00
380,MIL,123,a,BRK,0,1,45.7,21,3.8,2,120.1,81.1,30,0.49,0.43799999999999994,46,0.22899999999999998,0.833,20,15,8.6,9,0.36200000000000004,0.289,11,45.6,41,0.532,4.1,5,0.522,35,42,0.637,0.5479999999999999,46,19,0.484,15,49,0.67,0.585,31,2021-01-18 19:30:00
381,BRK,125,h,MIL,1,0,56.5,26,7.5,5,118.2,79.2,42,0.637,0.5479999999999999,46,0.25,0.857,18,19,1.9,2,0.369,0.484,15,54.4,49,0.67,15.4,17,0.585,31,30,0.49,0.43799999999999994,46,15,0.289,11,41,0.532,0.522,35,2021-01-18 19:30:00
382,HOU,120,a,CHI,0,1,54.3,25,2.1,1,116.3,77.3,34,0.619,0.523,46,0.193,0.647,11,20,7.4,8,0.455,0.425,17,43.4,36,0.628,15.1,17,0.604,29,37,0.5760000000000001,0.467,43,19,0.444,20,47,0.617,0.489,23,2021-01-18 20:00:00
383,CHI,125,h,HOU,1,0,53.5,23,6.3,3,111.6,94.9,37,0.5760000000000001,0.467,43,0.228,0.905,19,19,9.3,10,0.489,0.444,20,56.6,47,0.617,14.4,17,0.489,23,34,0.619,0.523,46,20,0.425,17,36,0.628,0.604,29,2021-01-18 20:00:00
384,GSW,115,a,LAL,1,0,70.5,31,5.6,3,112.6,69.2,27,0.575,0.506,44,0.23,0.75,15,27,8.0,8,0.425,0.324,12,39.0,32,0.6,11.9,13,0.64,32,38,0.536,0.48200000000000004,40,22,0.31,9,50,0.579,0.574,31,2021-01-18 22:00:00
385,LAL,113,h,GSW,0,1,57.5,23,10.0,5,114.6,88.4,38,0.536,0.48200000000000004,40,0.39799999999999996,0.727,24,22,6.0,6,0.349,0.31,9,61.0,50,0.579,14.1,16,0.574,31,27,0.575,0.506,44,27,0.324,12,32,0.6,0.64,32,2021-01-18 22:00:00
386,PHO,104,a,MEM,0,1,75.0,30,7.0,4,111.2,78.0,32,0.54,0.455,40,0.182,0.563,9,20,8.2,8,0.409,0.41700000000000004,15,52.4,44,0.547,15.9,18,0.48100000000000004,25,31,0.56,0.494,41,15,0.423,11,40,0.588,0.526,30,2021-01-18 17:00:00
387,MEM,108,h,PHO,1,0,75.6,31,5.8,3,107.1,72.1,31,0.56,0.494,41,0.24100000000000002,0.75,15,15,13.4,13,0.313,0.423,11,47.6,40,0.588,14.0,15,0.526,30,32,0.54,0.455,40,20,0.41700000000000004,15,44,0.547,0.48100000000000004,25,2021-01-18 17:00:00
388,DET,107,a,MIA,0,1,63.2,24,6.7,3,118.7,81.5,22,0.5429999999999999,0.46299999999999997,38,0.293,0.75,18,23,8.4,8,0.451,0.35100000000000003,13,47.1,32,0.578,14.7,16,0.556,25,31,0.653,0.573,43,27,0.4,12,36,0.6779999999999999,0.6890000000000001,31,2021-01-18 20:00:00
389,MIA,113,h,DET,1,0,53.5,23,13.3,6,112.4,75.6,31,0.653,0.573,43,0.253,0.789,15,27,8.4,8,0.4,0.4,12,52.9,36,0.6779999999999999,17.8,18,0.6890000000000001,31,22,0.5429999999999999,0.46299999999999997,38,23,0.35100000000000003,13,32,0.578,0.556,25,2021-01-18 20:00:00
390,ORL,84,a,NYK,0,1,62.1,18,15.0,9,99.2,75.9,41,0.40700000000000003,0.337,29,0.18600000000000003,0.875,14,24,4.4,4,0.442,0.316,12,49.0,51,0.451,10.6,11,0.354,17,40,0.385,0.35600000000000004,31,16,0.185,5,53,0.446,0.433,26,2021-01-18 12:00:00
391,NYK,91,h,ORL,1,0,48.4,15,8.3,4,91.6,80.0,40,0.385,0.35600000000000004,31,0.391,0.706,24,16,6.5,6,0.31,0.185,5,51.0,53,0.446,5.6,6,0.433,26,41,0.40700000000000003,0.337,29,24,0.316,12,51,0.451,0.354,17,2021-01-18 12:00:00
392,SAS,125,a,POR,1,0,68.8,33,10.9,6,106.7,81.8,36,0.617,0.5329999999999999,48,0.17800000000000002,0.875,14,17,6.2,6,0.36700000000000005,0.455,15,58.5,48,0.644,11.0,12,0.579,33,26,0.489,0.433,39,15,0.28600000000000003,10,34,0.529,0.527,29,2021-01-18 15:00:00
393,POR,104,h,SAS,0,1,51.3,20,10.5,6,128.3,68.4,26,0.489,0.433,39,0.21100000000000002,0.8420000000000001,16,15,9.2,9,0.389,0.28600000000000003,10,41.5,34,0.529,11.7,13,0.527,29,36,0.617,0.5329999999999999,48,17,0.455,15,48,0.644,0.579,33,2021-01-18 15:00:00
394,DAL,93,a,TOR,0,1,67.7,21,7.3,4,117.5,76.9,30,0.433,0.37799999999999995,31,0.32899999999999996,0.815,22,16,6.1,6,0.439,0.25,9,45.2,38,0.495,14.6,16,0.478,22,37,0.568,0.5,44,23,0.364,12,46,0.605,0.5820000000000001,32,2021-01-18 19:30:00
395,TOR,116,h,DAL,1,0,52.3,23,13.0,6,94.2,82.2,37,0.568,0.5,44,0.205,0.889,16,23,9.1,9,0.375,0.364,12,54.8,46,0.605,12.7,14,0.5820000000000001,32,30,0.433,0.37799999999999995,31,16,0.25,9,38,0.495,0.478,22,2021-01-18 19:30:00
396,OKC,101,a,DEN,0,1,61.1,22,6.3,4,115.4,64.0,32,0.5,0.419,36,0.267,0.652,15,15,7.8,8,0.5,0.326,14,41.4,41,0.525,16.5,19,0.512,22,40,0.505,0.43799999999999994,46,22,0.33299999999999996,14,58,0.535,0.508,32,2021-01-19 21:00:00
397,DEN,119,h,OKC,1,0,63.0,29,7.0,3,97.9,81.6,40,0.505,0.43799999999999994,46,0.133,0.929,13,22,10.7,11,0.4,0.33299999999999996,14,58.6,58,0.535,11.2,14,0.508,32,32,0.5,0.419,36,15,0.326,14,41,0.525,0.512,22,2021-01-19 21:00:00
398,NOP,102,a,UTA,0,1,39.5,17,7.9,3,123.2,71.8,28,0.484,0.45299999999999996,43,0.158,0.667,10,15,8.3,8,0.27399999999999997,0.231,6,41.3,38,0.502,7.3,8,0.536,37,43,0.629,0.506,43,17,0.447,21,54,0.638,0.579,22,2021-01-19 21:00:00
399,UTA,118,h,NOP,1,0,65.1,28,10.1,7,106.5,81.1,43,0.629,0.506,43,0.2,0.647,11,17,4.2,4,0.5529999999999999,0.447,21,58.7,54,0.638,13.1,14,0.579,22,28,0.484,0.45299999999999996,43,15,0.231,6,38,0.502,0.536,37,2021-01-19 21:00:00
400,DET,115,a,ATL,0,1,50.0,22,3.9,3,115.2,60.3,35,0.505,0.45399999999999996,44,0.196,0.895,17,28,8.4,9,0.32,0.32299999999999995,10,40.0,42,0.546,11.0,13,0.515,34,2,0.485,0.375,3,3,0.0,0,3,0.527,0.5,3,2021-01-20 19:30:00
401,ATL,123,h,DET,1,0,47.7,1,15.2,0,107.7,85.1,2,0.485,0.375,3,0.38,0.75,3,3,5.6,1,0.23,0.0,0,60.0,3,0.527,10.0,2,0.5,3,35,0.505,0.45399999999999996,44,28,0.32299999999999995,10,42,0.546,0.515,34,2021-01-20 19:30:00
402,BRK,135,a,CLE,0,1,62.5,30,15.9,11,125.1,76.5,39,0.524,0.45299999999999996,48,0.255,0.889,24,24,6.8,8,0.387,0.366,15,51.0,52,0.573,12.0,16,0.508,33,5,0.606,0.444,4,3,0.667,2,5,0.622,0.33299999999999996,2,2021-01-20 19:00:00
403,CLE,147,h,BRK,1,0,51.8,3,9.2,5,114.9,74.5,5,0.606,0.444,4,0.193,0.8,4,3,8.5,0,0.36700000000000005,0.667,2,49.0,5,0.622,10.6,2,0.33299999999999996,2,39,0.524,0.45299999999999996,48,24,0.366,15,52,0.573,0.508,33,2021-01-20 19:00:00
404,SAS,99,a,GSW,0,1,48.6,17,3.8,2,118.6,75.6,31,0.39399999999999996,0.37200000000000005,35,0.33,0.8059999999999999,25,15,6.9,7,0.35100000000000003,0.121,4,44.3,43,0.46,8.5,10,0.508,31,44,0.588,0.505,46,22,0.395,15,54,0.606,0.585,31,2021-01-20 22:00:00
405,GSW,121,h,SAS,1,0,67.4,31,3.3,2,97.0,78.6,44,0.588,0.505,46,0.22,0.7,14,22,5.9,6,0.418,0.395,15,55.7,54,0.606,12.3,14,0.585,31,31,0.39399999999999996,0.37200000000000005,35,15,0.121,4,43,0.46,0.508,31,2021-01-20 22:00:00
406,PHO,109,a,HOU,1,0,59.5,25,19.3,11,99.2,84.1,37,0.517,0.47200000000000003,42,0.213,0.895,17,21,5.8,6,0.382,0.235,8,53.6,45,0.56,14.9,17,0.618,34,32,0.47700000000000004,0.42,37,19,0.32299999999999995,10,39,0.527,0.474,27,2021-01-20 21:30:00
407,HOU,103,h,PHO,0,1,45.9,17,9.1,5,105.0,80.0,32,0.47700000000000004,0.42,37,0.25,0.8640000000000001,19,19,10.6,11,0.35200000000000004,0.32299999999999995,10,46.4,39,0.527,14.1,16,0.474,27,37,0.517,0.47200000000000003,42,21,0.235,8,45,0.56,0.618,34,2021-01-20 21:30:00
408,DAL,124,a,IND,1,0,62.7,32,11.3,6,111.0,83.3,40,0.5670000000000001,0.526,51,0.175,0.8240000000000001,14,17,5.0,5,0.278,0.29600000000000004,8,56.3,49,0.593,7.1,8,0.614,43,30,0.5329999999999999,0.446,41,20,0.41,16,38,0.5529999999999999,0.47200000000000003,25,2021-01-20 19:00:00
409,IND,112,h,DAL,0,1,51.2,21,4.3,3,122.9,76.9,30,0.5329999999999999,0.446,41,0.228,0.667,14,20,5.9,6,0.424,0.41,16,43.7,38,0.5529999999999999,9.0,10,0.47200000000000003,25,40,0.5670000000000001,0.526,51,17,0.29600000000000004,8,49,0.593,0.614,43,2021-01-20 19:00:00
410,SAC,96,a,LAC,0,1,64.1,25,7.8,4,111.3,85.4,35,0.529,0.45299999999999996,39,0.14,0.41700000000000004,5,15,10.6,11,0.326,0.46399999999999997,13,44.8,39,0.526,16.5,18,0.44799999999999995,26,42,0.57,0.47700000000000004,41,15,0.457,16,48,0.612,0.49,25,2021-01-20 22:00:00
411,LAC,115,h,SAC,1,0,58.5,24,10.3,6,92.9,91.3,42,0.57,0.47700000000000004,41,0.209,0.9440000000000001,17,15,13.6,14,0.40700000000000003,0.457,16,55.2,48,0.612,14.6,16,0.49,25,35,0.529,0.45299999999999996,39,15,0.46399999999999997,13,39,0.526,0.44799999999999995,26,2021-01-20 22:00:00
412,ORL,97,a,MIN,1,0,72.2,26,16.0,8,101.6,81.4,35,0.446,0.391,36,0.228,0.7140000000000001,15,17,5.3,5,0.337,0.32299999999999995,10,52.7,48,0.479,9.8,11,0.426,26,35,0.512,0.424,36,20,0.429,15,43,0.527,0.42,21,2021-01-20 20:00:00
413,MIN,96,h,ORL,0,1,69.4,25,19.7,12,102.6,72.9,35,0.512,0.424,36,0.165,0.643,9,20,5.3,5,0.41200000000000003,0.429,15,47.3,43,0.527,12.5,13,0.42,21,35,0.446,0.391,36,17,0.32299999999999995,10,48,0.479,0.426,26,2021-01-20 20:00:00
414,BOS,109,a,PHI,0,1,52.4,22,0.0,0,120.2,76.1,35,0.539,0.47200000000000003,42,0.225,0.65,13,29,3.1,3,0.371,0.364,12,52.3,45,0.557,14.1,16,0.536,30,30,0.519,0.462,36,20,0.33299999999999996,9,41,0.598,0.529,27,2021-01-20 19:00:00
415,PHI,117,h,BOS,1,0,55.6,20,5.4,3,112.0,75.0,30,0.519,0.462,36,0.5770000000000001,0.8,36,20,12.3,12,0.34600000000000003,0.33299999999999996,9,47.7,41,0.598,8.4,9,0.529,27,35,0.539,0.47200000000000003,42,29,0.364,12,45,0.557,0.536,30,2021-01-20 19:00:00
416,MIA,111,a,TOR,1,0,74.4,29,12.8,5,108.0,76.0,38,0.6,0.488,39,0.213,0.882,15,19,4.2,4,0.5,0.45,18,52.9,46,0.634,17.1,18,0.525,21,29,0.489,0.39799999999999996,35,21,0.327,16,41,0.532,0.48700000000000004,19,2021-01-20 19:30:00
417,TOR,102,h,MIA,0,1,77.1,27,7.5,3,117.5,78.4,29,0.489,0.39799999999999996,35,0.205,0.889,16,21,8.5,8,0.557,0.327,16,47.1,41,0.532,11.1,12,0.48700000000000004,19,38,0.6,0.488,39,19,0.45,18,46,0.634,0.525,21,2021-01-20 19:30:00
418,NYK,119,a,GSW,1,0,63.2,24,18.8,9,103.7,83.0,44,0.53,0.46299999999999997,38,0.5,0.78,32,29,5.0,5,0.293,0.45799999999999996,11,54.5,55,0.595,9.9,11,0.466,27,37,0.436,0.384,33,26,0.237,9,46,0.504,0.5,24,2021-01-21 22:00:00
419,GSW,104,h,NYK,0,1,81.8,27,5.2,3,118.7,77.1,37,0.436,0.384,33,0.45299999999999996,0.7440000000000001,29,26,5.0,5,0.442,0.237,9,45.5,46,0.504,8.8,10,0.5,24,44,0.53,0.46299999999999997,38,29,0.45799999999999996,11,55,0.595,0.466,27,2021-01-21 22:00:00
420,LAL,113,a,MIL,1,0,61.0,25,13.6,8,107.5,86.5,32,0.574,0.466,41,0.17,0.8,12,14,8.1,8,0.42,0.514,19,45.2,38,0.597,9.6,10,0.431,22,41,0.557,0.506,44,18,0.321,9,46,0.574,0.593,35,2021-01-21 19:30:00
421,MIL,106,h,LAL,0,1,61.4,27,9.8,5,114.6,87.2,41,0.557,0.506,44,0.138,0.75,9,18,5.1,5,0.322,0.321,9,54.8,46,0.574,13.2,14,0.593,35,32,0.574,0.466,41,14,0.514,19,38,0.597,0.431,22,2021-01-21 19:30:00
422,NOP,118,a,UTA,0,1,64.3,27,4.1,2,125.2,79.5,31,0.5589999999999999,0.494,42,0.353,0.767,23,19,8.7,9,0.294,0.44,11,51.3,41,0.601,14.8,17,0.517,31,31,0.597,0.5,44,27,0.436,17,39,0.652,0.551,27,2021-01-21 22:00:00
423,UTA,129,h,NOP,1,0,61.4,27,13.3,8,114.5,75.6,31,0.597,0.5,44,0.284,0.96,24,27,7.8,8,0.44299999999999995,0.436,17,48.8,39,0.652,13.2,15,0.551,27,31,0.5589999999999999,0.494,42,19,0.44,11,41,0.601,0.517,31,2021-01-21 22:00:00
424,CHI,123,a,CHO,1,0,67.3,33,7.5,4,109.1,70.0,28,0.589,0.51,49,0.125,0.833,10,21,10.9,11,0.44799999999999995,0.349,15,48.3,43,0.607,12.1,14,0.642,34,34,0.535,0.494,42,12,0.21899999999999997,7,46,0.573,0.66,35,2021-01-22 19:00:00
425,CHO,110,h,CHI,0,1,52.4,22,1.9,1,122.0,69.4,34,0.535,0.494,42,0.294,0.76,19,12,7.9,8,0.376,0.21899999999999997,7,51.7,46,0.573,17.9,21,0.66,35,28,0.589,0.51,49,21,0.349,15,43,0.607,0.642,34,2021-01-22 19:00:00
426,BRK,113,a,CLE,0,1,54.8,23,12.9,8,129.1,63.9,23,0.563,0.483,42,0.195,0.882,15,25,5.2,5,0.494,0.326,14,36.7,29,0.598,10.4,11,0.636,28,37,0.563,0.517,45,18,0.32,8,50,0.618,0.597,37,2021-01-22 19:30:00
427,CLE,125,h,BRK,1,0,53.3,24,6.8,3,116.7,86.0,37,0.563,0.517,45,0.368,0.8440000000000001,27,18,7.2,7,0.287,0.32,8,63.3,50,0.618,10.6,12,0.597,37,23,0.563,0.483,42,25,0.326,14,29,0.598,0.636,28,2021-01-22 19:30:00
428,HOU,103,a,DET,1,0,64.9,24,22.0,11,101.0,72.5,37,0.46299999999999997,0.389,37,0.21100000000000002,0.75,15,28,6.9,7,0.43200000000000005,0.341,14,48.1,51,0.496,11.9,14,0.426,23,41,0.47,0.37799999999999995,31,21,0.469,15,55,0.519,0.32,16,2021-01-22 19:00:00
429,DET,102,h,HOU,0,1,54.8,17,14.8,8,102.0,74.5,41,0.47,0.37799999999999995,31,0.451,0.6759999999999999,25,21,4.9,5,0.39,0.469,15,51.9,55,0.519,16.2,19,0.32,16,37,0.46299999999999997,0.389,37,28,0.341,14,51,0.496,0.426,23,2021-01-22 19:00:00
430,ORL,118,a,IND,0,1,67.4,29,5.1,3,117.5,81.8,36,0.5479999999999999,0.457,43,0.255,0.625,15,14,6.9,7,0.39399999999999996,0.45899999999999996,17,52.7,49,0.564,11.8,14,0.456,26,2,0.5589999999999999,0.375,3,3,0.2,1,2,0.595,0.667,2,2021-01-22 19:00:00
431,IND,120,h,ORL,1,0,60.9,0,8.8,0,115.6,73.5,2,0.5589999999999999,0.375,3,0.19399999999999998,0.6,3,3,8.8,0,0.366,0.2,1,47.3,2,0.595,9.0,1,0.667,2,36,0.5479999999999999,0.457,43,14,0.45899999999999996,17,49,0.564,0.456,26,2021-01-22 19:00:00
432,OKC,106,a,LAC,0,1,58.5,24,2.0,1,123.7,73.5,25,0.552,0.47100000000000003,41,0.149,0.769,10,21,8.2,8,0.483,0.33299999999999996,14,37.7,29,0.5720000000000001,10.6,11,0.6,27,39,0.5710000000000001,0.512,43,19,0.303,10,48,0.632,0.647,33,2021-01-22 22:00:00
433,LAC,120,h,OKC,1,0,48.8,21,15.6,7,109.3,90.7,39,0.5710000000000001,0.512,43,0.298,0.96,24,19,8.2,8,0.39299999999999996,0.303,10,62.3,48,0.632,12.0,13,0.647,33,25,0.552,0.47100000000000003,41,21,0.33299999999999996,14,29,0.5720000000000001,0.6,27,2021-01-22 22:00:00
434,ATL,116,a,MIN,1,0,55.3,21,19.7,12,99.8,80.8,42,0.5479999999999999,0.45799999999999996,38,0.361,0.833,25,16,9.2,9,0.42200000000000004,0.429,15,57.9,55,0.603,14.3,16,0.479,23,30,0.473,0.43,40,21,0.25,8,40,0.499,0.525,32,2021-01-22 20:00:00
435,MIN,98,h,ATL,0,1,75.0,30,16.7,8,118.2,69.8,30,0.473,0.43,40,0.129,0.833,10,21,14.3,14,0.344,0.25,8,42.1,40,0.499,11.7,13,0.525,32,42,0.5479999999999999,0.45799999999999996,38,16,0.429,15,55,0.603,0.479,23,2021-01-22 20:00:00
436,BOS,110,a,PHI,0,1,56.1,23,9.4,5,125.2,68.8,22,0.522,0.456,41,0.222,0.8,16,21,10.3,10,0.33299999999999996,0.4,12,41.6,32,0.557,10.0,11,0.483,29,35,0.63,0.556,45,23,0.429,12,45,0.6659999999999999,0.623,33,2021-01-22 19:30:00
437,PHI,122,h,BOS,1,0,51.1,23,11.7,7,112.9,77.8,35,0.63,0.556,45,0.29600000000000004,0.833,20,23,9.2,9,0.34600000000000003,0.429,12,58.4,45,0.6659999999999999,17.2,19,0.623,33,22,0.522,0.456,41,21,0.4,12,32,0.557,0.483,29,2021-01-22 19:30:00
438,DEN,130,a,PHO,1,0,60.4,32,2.0,1,118.2,78.6,33,0.544,0.515,53,0.184,0.9470000000000001,18,15,11.3,12,0.252,0.231,6,48.9,43,0.584,7.5,9,0.61,47,4,0.59,0.7140000000000001,5,3,,0,5,0.626,0.7140000000000001,5,2021-01-22 22:00:00
439,PHO,126,h,DEN,0,1,63.8,2,5.2,0,122.0,78.3,4,0.59,0.7140000000000001,5,0.16,1.0,6,3,6.6,1,0.46799999999999997,,0,51.1,5,0.626,13.7,1,0.7140000000000001,5,33,0.544,0.515,53,15,0.231,6,43,0.584,0.61,47,2021-01-22 22:00:00
440,NYK,94,a,SAC,0,1,52.8,19,10.5,6,108.0,77.4,41,0.41,0.38299999999999995,36,0.266,0.68,17,21,2.1,2,0.23399999999999999,0.22699999999999998,5,50.9,57,0.44799999999999995,9.5,11,0.431,31,43,0.484,0.418,38,25,0.353,12,55,0.514,0.456,26,2021-01-22 22:00:00
441,SAC,103,h,NYK,1,0,55.3,21,19.4,14,98.6,72.9,43,0.484,0.418,38,0.231,0.7140000000000001,15,25,6.3,6,0.374,0.353,12,49.1,55,0.514,5.6,6,0.456,26,41,0.41,0.38299999999999995,36,21,0.22699999999999998,5,57,0.44799999999999995,0.431,31,2021-01-22 22:00:00
442,DAL,122,a,SAS,1,0,51.1,23,3.3,2,119.5,79.5,35,0.5589999999999999,0.484,45,0.215,0.9,18,21,3.1,3,0.419,0.359,14,46.2,42,0.599,4.7,5,0.574,31,40,0.528,0.461,41,18,0.429,12,49,0.5720000000000001,0.475,29,2021-01-22 20:30:00
443,SAS,117,h,DAL,0,1,51.2,21,9.3,5,124.6,85.1,40,0.528,0.461,41,0.337,0.767,23,18,3.1,3,0.315,0.429,12,53.8,49,0.5720000000000001,6.4,7,0.475,29,35,0.5589999999999999,0.484,45,21,0.359,14,42,0.599,0.574,31,2021-01-22 20:30:00
444,MIA,81,a,TOR,0,1,57.6,19,9.1,4,106.8,70.0,28,0.474,0.429,33,0.13,0.8,8,14,13.8,13,0.40299999999999997,0.226,7,41.6,32,0.498,18.9,19,0.565,26,33,0.565,0.46399999999999997,39,16,0.425,17,45,0.574,0.5,22,2021-01-22 19:30:00
445,TOR,101,h,MIA,1,0,56.4,22,6.5,3,85.7,89.2,33,0.565,0.46399999999999997,39,0.107,0.667,6,16,11.6,11,0.47600000000000003,0.425,17,58.4,45,0.574,19.3,21,0.5,22,28,0.474,0.429,33,14,0.226,7,32,0.498,0.565,26,2021-01-22 19:30:00
446,MIA,124,a,BRK,0,1,69.0,29,2.2,1,123.8,76.3,29,0.545,0.47200000000000003,42,0.36,0.8440000000000001,27,23,6.8,7,0.517,0.28300000000000003,13,39.7,31,0.601,7.2,8,0.674,29,38,0.645,0.53,44,26,0.514,19,47,0.6779999999999999,0.5429999999999999,25,2021-01-23 20:00:00
447,BRK,128,h,MIA,1,0,77.3,34,14.0,6,119.9,95.0,38,0.645,0.53,44,0.313,0.8079999999999999,21,26,0.0,0,0.446,0.514,19,60.3,47,0.6779999999999999,14.5,16,0.5429999999999999,25,29,0.545,0.47200000000000003,42,23,0.28300000000000003,13,31,0.601,0.674,29,2021-01-23 20:00:00
448,LAL,101,a,CHI,1,0,55.6,20,6.8,4,88.7,78.7,37,0.48100000000000004,0.456,36,0.392,0.8059999999999999,25,18,6.9,7,0.24100000000000002,0.21100000000000002,4,48.3,42,0.545,16.3,18,0.5329999999999999,32,35,0.44,0.39299999999999996,33,28,0.32,8,45,0.48,0.424,25,2021-01-23 21:00:00
449,CHI,90,h,LAL,0,1,54.5,18,1.7,1,99.6,87.5,35,0.44,0.39299999999999996,33,0.262,0.727,16,28,7.9,8,0.298,0.32,8,51.7,45,0.48,16.1,18,0.424,25,37,0.48100000000000004,0.456,36,18,0.21100000000000002,4,42,0.545,0.5329999999999999,32,2021-01-23 21:00:00
450,HOU,133,a,DAL,1,0,59.6,28,8.6,5,109.8,79.6,39,0.64,0.547,47,0.337,0.7929999999999999,23,28,5.1,5,0.43,0.43200000000000005,16,59.1,52,0.6729999999999999,12.4,14,0.633,31,26,0.47600000000000003,0.446,37,23,0.2,5,36,0.537,0.552,32,2021-01-23 21:00:00
451,DAL,108,h,HOU,0,1,40.5,15,8.2,4,135.3,66.7,26,0.47600000000000003,0.446,37,0.48200000000000004,0.725,29,23,7.1,7,0.301,0.2,5,40.9,36,0.537,9.0,10,0.552,32,39,0.64,0.547,47,28,0.43200000000000005,16,52,0.6729999999999999,0.633,31,2021-01-23 21:00:00
452,PHI,114,a,DET,1,0,36.8,14,13.2,7,107.5,82.2,37,0.506,0.45799999999999996,38,0.45799999999999996,0.789,30,24,9.8,10,0.27699999999999997,0.348,8,53.3,49,0.5720000000000001,13.1,15,0.5,30,35,0.512,0.43,37,28,0.424,14,43,0.5539999999999999,0.434,23,2021-01-23 20:00:00
453,DET,110,h,PHI,0,1,67.6,25,13.3,8,111.4,74.5,35,0.512,0.43,37,0.349,0.733,22,28,8.8,9,0.384,0.424,14,46.7,43,0.5539999999999999,13.1,15,0.434,23,37,0.506,0.45799999999999996,38,24,0.348,8,49,0.5720000000000001,0.5,30,2021-01-23 20:00:00
454,NOP,110,a,MIN,0,1,52.5,21,7.0,4,115.9,69.6,32,0.517,0.46,40,0.322,0.7140000000000001,20,24,4.8,5,0.379,0.303,10,45.7,42,0.5539999999999999,16.8,20,0.556,30,36,0.495,0.429,39,22,0.353,12,50,0.5589999999999999,0.474,27,2021-01-23 20:00:00
455,MIN,120,h,NOP,1,0,59.0,23,7.4,4,106.2,78.3,36,0.495,0.429,39,0.40700000000000003,0.8109999999999999,30,22,13.5,14,0.374,0.353,12,54.3,50,0.5589999999999999,9.3,11,0.474,27,32,0.517,0.46,40,24,0.303,10,42,0.5539999999999999,0.556,30,2021-01-23 20:00:00
456,DEN,120,a,PHO,1,0,55.0,22,6.1,3,100.4,88.3,53,0.49,0.41200000000000003,40,0.33,0.7809999999999999,25,20,3.6,4,0.371,0.41700000000000004,15,56.5,65,0.54,12.6,16,0.41,25,5,0.48,0.14300000000000002,1,2,0.0,0,8,0.509,0.2,1,2021-01-23 21:00:00
457,PHO,112,h,DEN,0,1,63.4,1,6.6,0,107.6,78.2,5,0.48,0.14300000000000002,1,0.17600000000000002,0.857,6,2,7.2,0,0.52,0.0,0,43.5,8,0.509,7.6,1,0.2,1,53,0.49,0.41200000000000003,40,20,0.41700000000000004,15,65,0.54,0.41,25,2021-01-23 21:00:00
458,GSW,108,a,UTA,0,1,71.4,30,18.2,8,122.2,68.9,31,0.527,0.452,42,0.161,0.667,10,21,5.8,6,0.419,0.359,14,38.0,35,0.542,9.9,11,0.519,28,43,0.585,0.479,45,20,0.4,20,57,0.612,0.568,25,2021-01-23 21:00:00
459,UTA,127,h,GSW,1,0,62.2,28,7.4,4,103.9,91.5,43,0.585,0.479,45,0.23399999999999999,0.773,17,20,5.8,6,0.532,0.4,20,62.0,57,0.612,13.4,16,0.568,25,31,0.527,0.452,42,21,0.359,14,35,0.542,0.519,28,2021-01-23 21:00:00
460,CLE,103,a,BOS,0,1,70.6,24,12.3,8,136.1,63.9,23,0.45899999999999996,0.4,34,0.4,0.735,25,23,9.7,10,0.38799999999999996,0.303,10,38.2,34,0.515,14.5,17,0.462,24,42,0.634,0.5589999999999999,52,23,0.5,14,55,0.672,0.585,38,2021-01-24 19:00:00
